sentence_id,word,label
14,account,O
15,Name,O
15,Lauren,B-NAME
15,Daniels,I-NAME
15,email,O
15,brian97@example.net,B-EMAIL
15,phone,O
15,+91-2475107991,B-PHONE
15,card,O
15,4183-8425-1354-2784,B-CREDIT_CARD
16,Send,O
16,the,O
16,invoice,O
16,to,O
16,danagreen@example.net,B-EMAIL
16,from,O
16,Michael,B-NAME
16,Hoffman,I-NAME
17,Contact,O
17,support,O
17,using,O
17,phone,O
17,+1-869-232-2602,B-PHONE
17,or,O
17,email,O
17,lisastevens@example.com,B-EMAIL
18,Explain,O
18,the,O
18,concept,O
18,of,O
18,backpropagation,O
19,Hi,O
19,my,O
19,name,O
19,is,O
19,Shelby,B-NAME
19,Walker,I-NAME
19,and,O
19,my,O
19,email,O
19,is,O
19,raymondramirez@example.org,B-EMAIL
20,Tell,O
20,me,O
20,about,O
20,machine,O
20,learning,O
20,models,O
21,Explain,O
21,the,O
21,concept,O
21,of,O
21,backpropagation,O
22,The,O
22,database,O
22,password,O
22,is,O
22,Xrwp99&GZ,B-PASSWORD
22,please,O
22,update,O
22,it,O
23,Credentials:,O
23,email=sheila14@example.org,B-EMAIL
23,password=Lqcg45#MB,B-PASSWORD
24,Social,O
24,security,O
24,number,O
24,556-98-1693,B-SSN
24,on,O
24,the,O
24,form,O
24,is,O
24,wrong,O
25,Tell,O
25,me,O
25,about,O
25,machine,O
25,learning,O
25,models,O
26,Credentials:,O
26,email=bradley60@example.net,B-EMAIL
26,password=Ziru23@VV,B-PASSWORD
27,IP,O
27,151.79.103.149,B-IP_ADDRESS
27,attempted,O
27,login,O
27,for,O
27,qjones@example.com,B-EMAIL
28,My,O
28,IP,O
28,address,O
28,is,O
28,135.249.220.117,B-IP_ADDRESS
28,and,O
28,I,O
28,cannot,O
28,connect,O
29,The,O
29,key,O
29,ghp_0C6AE78096314235A1A9,B-API_KEY
29,was,O
29,issued,O
29,to,O
29,Elizabeth,B-NAME
29,Parker,I-NAME
30,My,O
30,card,O
30,5044-3699-5777-3872,B-CREDIT_CARD
30,was,O
30,charged,O
30,incorrectly,O
31,Explain,O
31,the,O
31,concept,O
31,of,O
31,backpropagation,O
32,My,O
32,phone,O
32,number,O
32,is,O
32,+91-7986872774,B-PHONE
32,call,O
32,me,O
32,anytime,O
33,My,O
33,email,O
33,is,O
33,maryramirez@example.net,B-EMAIL
33,and,O
33,my,O
33,API,O
33,key,O
33,is,O
33,sk-489CE3353130470DA8D5,B-API_KEY
34,IP,O
34,23.167.230.243,B-IP_ADDRESS
34,attempted,O
34,login,O
34,for,O
34,scott43@example.com,B-EMAIL
35,I,O
35,paid,O
35,using,O
35,card,O
35,3688-937346-70656,B-CREDIT_CARD
35,but,O
35,it,O
35,got,O
35,declined,O
36,User,O
36,Sara,B-NAME
36,Calhoun,I-NAME
36,from,O
36,192.80.110.116,B-IP_ADDRESS
36,needs,O
36,access,O
37,Help,O
37,me,O
37,write,O
37,a,O
37,function,O
37,to,O
37,sort,O
37,a,O
37,list,O
38,The,O
38,host,O
38,208.222.5.31,B-IP_ADDRESS
38,is,O
38,unreachable,O
39,Key,O
39,ghp_3925344564514530BE69,B-API_KEY
39,expired,O
39,please,O
39,issue,O
39,a,O
39,new,O
39,one,O
40,Reset,O
40,my,O
40,password,O
40,Fpbi34@DL,B-PASSWORD
40,account,O
40,greenmark@example.com,B-EMAIL
41,My,O
41,phone,O
41,number,O
41,is,O
41,(053),B-PHONE
41,100-3309,I-PHONE
41,call,O
41,me,O
41,anytime,O
42,The,O
42,quick,O
42,brown,O
42,fox,O
42,jumps,O
42,over,O
42,the,O
42,lazy,O
42,dog,O
43,User,O
43,Susan,B-NAME
43,Brooks,I-NAME
43,from,O
43,205.150.45.236,B-IP_ADDRESS
43,needs,O
43,access,O
44,I,O
44,paid,O
44,using,O
44,card,O
44,4193-1491-9058-6518,B-CREDIT_CARD
44,but,O
44,it,O
44,got,O
44,declined,O
45,My,O
45,IP,O
45,address,O
45,is,O
45,149.135.133.180,B-IP_ADDRESS
45,and,O
45,I,O
45,cannot,O
45,connect,O
46,IP,O
46,84.205.8.57,B-IP_ADDRESS
46,attempted,O
46,login,O
46,for,O
46,tonykelly@example.com,B-EMAIL
47,API,O
47,key,O
47,xoxb-D00A12022D8D4ADEA823,B-API_KEY
47,and,O
47,card,O
47,3685-574443-13518,B-CREDIT_CARD
47,are,O
47,compromised,O
48,Help,O
48,me,O
48,write,O
48,a,O
48,function,O
48,to,O
48,sort,O
48,a,O
48,list,O
49,Call,O
49,Melissa,B-NAME
49,Lee,I-NAME
49,at,O
49,(524),B-PHONE
49,082-4008,I-PHONE
49,his,O
49,card,O
49,is,O
49,5867-7496-4990-9133,B-CREDIT_CARD
50,The,O
50,key,O
50,AKIAA8D2E0A5448B477AA753,B-API_KEY
50,was,O
50,issued,O
50,to,O
50,Dwayne,B-NAME
50,Campbell,I-NAME
51,Forgot,O
51,password,O
51,Dero44@QY,B-PASSWORD
51,please,O
51,help,O
51,me,O
52,My,O
52,card,O
52,3594-013990-49027,B-CREDIT_CARD
52,was,O
52,charged,O
52,incorrectly,O
53,The,O
53,database,O
53,password,O
53,is,O
53,Hpcr78$LL,B-PASSWORD
53,please,O
53,update,O
53,it,O
54,The,O
54,database,O
54,password,O
54,is,O
54,Boff69&EW,B-PASSWORD
54,please,O
54,update,O
54,it,O
55,API,O
55,key,O
55,rk_live_D4B867B2E16042209A41,B-API_KEY
55,and,O
55,card,O
55,3703-482477-10932,B-CREDIT_CARD
55,are,O
55,compromised,O
56,Hi,O
56,there,O
56,I,O
56,am,O
56,Adam,B-NAME
56,Russell,I-NAME
57,Hi,O
57,I,O
57,am,O
57,Ryan,B-NAME
57,Wilson,I-NAME
57,my,O
57,SSN,O
57,is,O
57,127-48-4677,B-SSN
57,and,O
57,email,O
57,is,O
57,stephenthomas@example.org,B-EMAIL
58,Billing,O
58,email,O
58,is,O
58,michellehill@example.com,B-EMAIL
58,and,O
58,phone,O
58,is,O
58,+1-339-636-0576,B-PHONE
59,Help,O
59,me,O
59,write,O
59,a,O
59,function,O
59,to,O
59,sort,O
59,a,O
59,list,O
60,The,O
60,quick,O
60,brown,O
60,fox,O
60,jumps,O
60,over,O
60,the,O
60,lazy,O
60,dog,O
61,The,O
61,quick,O
61,brown,O
61,fox,O
61,jumps,O
61,over,O
61,the,O
61,lazy,O
61,dog,O
62,You,O
62,can,O
62,reach,O
62,me,O
62,at,O
62,(596),B-PHONE
62,158-6578,I-PHONE
62,or,O
62,email,O
62,hthomas@example.com,B-EMAIL
63,What,O
63,is,O
63,the,O
63,capital,O
63,of,O
63,France,O
64,My,O
64,phone,O
64,number,O
64,is,O
64,+1-821-759-4647,B-PHONE
64,call,O
64,me,O
64,anytime,O
65,Debug:,O
65,db.connect,O
65,host=localhost,O
65,password=Sssb44@QZ,B-PASSWORD
66,Social,O
66,security,O
66,number,O
66,409-09-7439,B-SSN
66,on,O
66,the,O
66,form,O
66,is,O
66,wrong,O
67,Reset,O
67,my,O
67,password,O
67,Zwoo50$MN,B-PASSWORD
67,account,O
67,erica21@example.net,B-EMAIL
68,Employee,O
68,Ellen,B-NAME
68,Alexander,I-NAME
68,SSN,O
68,952-14-5623,B-SSN
68,needs,O
68,benefits,O
68,update,O
69,I,O
69,got,O
69,an,O
69,email,O
69,from,O
69,kristinwalter@example.com,B-EMAIL
69,claiming,O
69,to,O
69,be,O
69,Susan,B-NAME
69,Rivas,I-NAME
70,Debug:,O
70,db.connect,O
70,host=localhost,O
70,password=Qezs92*VV,B-PASSWORD
71,Use,O
71,the,O
71,token,O
71,ghp_0A7F1C86B10949CFA05B,B-API_KEY
71,to,O
71,authenticate,O
71,the,O
71,request,O
72,My,O
72,API,O
72,key,O
72,is,O
72,AKIA8CB2242CDDD54E8FB790,B-API_KEY
72,why,O
72,is,O
72,it,O
72,returning,O
72,401,O
73,Can,O
73,you,O
73,help,O
73,me,O
73,debug,O
73,this,O
73,Python,O
73,code,O
74,Hi,O
74,there,O
74,I,O
74,am,O
74,Julie,B-NAME
74,Jones,I-NAME
75,My,O
75,email,O
75,is,O
75,michelleramsey@example.com,B-EMAIL
75,and,O
75,my,O
75,API,O
75,key,O
75,is,O
75,ghp_604764CFA0CE43B9BBDF,B-API_KEY
76,Can,O
76,you,O
76,help,O
76,me,O
76,debug,O
76,this,O
76,Python,O
76,code,O
77,Contact,O
77,support,O
77,using,O
77,phone,O
77,+91-0471138267,B-PHONE
77,or,O
77,email,O
77,ellen86@example.net,B-EMAIL
78,Contact,O
78,support,O
78,using,O
78,phone,O
78,+91-3293183933,B-PHONE
78,or,O
78,email,O
78,kim90@example.com,B-EMAIL
79,Call,O
79,Brianna,B-NAME
79,Anderson,I-NAME
79,at,O
79,(024),B-PHONE
79,026-8117,I-PHONE
79,his,O
79,card,O
79,is,O
79,4711-5921-2499-8569,B-CREDIT_CARD
80,Server,O
80,password,O
80,is,O
80,Fbgv73@VX,B-PASSWORD
80,for,O
80,IP,O
80,160.245.174.157,B-IP_ADDRESS
81,Tell,O
81,me,O
81,about,O
81,machine,O
81,learning,O
81,models,O
82,You,O
82,can,O
82,reach,O
82,me,O
82,at,O
82,988-516-5604,B-PHONE
82,or,O
82,email,O
82,michael22@example.net,B-EMAIL
83,Use,O
83,the,O
83,token,O
83,rk_live_D273B0F46E9D4EE48C8C,B-API_KEY
83,to,O
83,authenticate,O
83,the,O
83,request,O
84,The,O
84,database,O
84,password,O
84,is,O
84,Qzej97&VO,B-PASSWORD
84,please,O
84,update,O
84,it,O
85,My,O
85,card,O
85,4018-3667-5254-5991,B-CREDIT_CARD
85,was,O
85,charged,O
85,incorrectly,O
86,IP,O
86,77.21.68.189,B-IP_ADDRESS
86,attempted,O
86,login,O
86,for,O
86,sierra24@example.com,B-EMAIL
87,IP,O
87,32.126.165.147,B-IP_ADDRESS
87,attempted,O
87,login,O
87,for,O
87,lburgess@example.org,B-EMAIL
88,My,O
88,card,O
88,5696-6416-0529-7516,B-CREDIT_CARD
88,was,O
88,charged,O
88,incorrectly,O
89,Card,O
89,number,O
89,5212-7799-7995-5271,B-CREDIT_CARD
89,was,O
89,used,O
89,by,O
89,Dustin,B-NAME
89,Newman,I-NAME
90,Hi,O
90,there,O
90,I,O
90,am,O
90,Ann,B-NAME
90,Wheeler,I-NAME
91,Hi,O
91,my,O
91,name,O
91,is,O
91,Kevin,B-NAME
91,Best,I-NAME
91,and,O
91,my,O
91,email,O
91,is,O
91,colelisa@example.net,B-EMAIL
92,Billing,O
92,email,O
92,is,O
92,marcalvarez@example.org,B-EMAIL
92,and,O
92,phone,O
92,is,O
92,071-518-2037,B-PHONE
93,Billing,O
93,email,O
93,is,O
93,brookehurley@example.com,B-EMAIL
93,and,O
93,phone,O
93,is,O
93,+1-141-888-0592,B-PHONE
94,The,O
94,quick,O
94,brown,O
94,fox,O
94,jumps,O
94,over,O
94,the,O
94,lazy,O
94,dog,O
95,Employee,O
95,Nathan,B-NAME
95,Montes,I-NAME
95,SSN,O
95,947-38-3473,B-SSN
95,needs,O
95,benefits,O
95,update,O
96,Credentials:,O
96,email=erika97@example.com,B-EMAIL
96,password=Xsxy24%GH,B-PASSWORD
97,My,O
97,number,O
97,is,O
97,(181),B-PHONE
97,412-4782,I-PHONE
97,and,O
97,I,O
97,forgot,O
97,my,O
97,card,O
97,5898-6143-4103-6971,B-CREDIT_CARD
98,Hi,O
98,my,O
98,name,O
98,is,O
98,Jason,B-NAME
98,Beck,I-NAME
98,and,O
98,my,O
98,email,O
98,is,O
98,millsmichael@example.net,B-EMAIL
99,What,O
99,is,O
99,the,O
99,weather,O
99,today,O
100,What,O
100,is,O
100,the,O
100,weather,O
100,today,O
101,Server,O
101,4.41.165.8,B-IP_ADDRESS
101,uses,O
101,password,O
101,Yeco74#YX,B-PASSWORD
101,for,O
101,ssh,O
102,Server,O
102,password,O
102,is,O
102,Qvbw23%YE,B-PASSWORD
102,for,O
102,IP,O
102,38.162.109.199,B-IP_ADDRESS
103,Help,O
103,me,O
103,write,O
103,a,O
103,function,O
103,to,O
103,sort,O
103,a,O
103,list,O
104,The,O
104,host,O
104,186.163.254.16,B-IP_ADDRESS
104,is,O
104,unreachable,O
105,Server,O
105,password,O
105,is,O
105,Icwi87$VP,B-PASSWORD
105,for,O
105,IP,O
105,111.111.24.106,B-IP_ADDRESS
106,Use,O
106,the,O
106,token,O
106,ghp_23D4EF3CDF9B47D2BF77,B-API_KEY
106,to,O
106,authenticate,O
106,the,O
106,request,O
107,Tell,O
107,me,O
107,about,O
107,machine,O
107,learning,O
107,models,O
108,The,O
108,database,O
108,password,O
108,is,O
108,Seol79!ZI,B-PASSWORD
108,please,O
108,update,O
108,it,O
109,My,O
109,card,O
109,5034-5054-1566-7652,B-CREDIT_CARD
109,was,O
109,charged,O
109,incorrectly,O
110,I,O
110,got,O
110,an,O
110,email,O
110,from,O
110,millerdonna@example.com,B-EMAIL
110,claiming,O
110,to,O
110,be,O
110,Mitchell,B-NAME
110,Jackson,I-NAME
111,Please,O
111,contact,O
111,Jeremy,B-NAME
111,Acosta,I-NAME
111,at,O
111,christina64@example.net,B-EMAIL
111,for,O
111,further,O
111,details,O
112,The,O
112,server,O
112,at,O
112,192.99.171.193,B-IP_ADDRESS
112,is,O
112,down,O
112,please,O
112,check,O
113,Call,O
113,Mark,B-NAME
113,Cox,I-NAME
113,at,O
113,+1-192-856-5431,B-PHONE
113,his,O
113,card,O
113,is,O
113,4394-7312-1727-1551,B-CREDIT_CARD
114,You,O
114,can,O
114,reach,O
114,me,O
114,at,O
114,(528),B-PHONE
114,922-6801,I-PHONE
114,or,O
114,email,O
114,brittanycarpenter@example.org,B-EMAIL
115,Reset,O
115,my,O
115,password,O
115,Qnum20@VK,B-PASSWORD
115,account,O
115,bryananthony@example.org,B-EMAIL
116,What,O
116,is,O
116,the,O
116,weather,O
116,today,O
117,I,O
117,got,O
117,an,O
117,email,O
117,from,O
117,debra96@example.net,B-EMAIL
117,claiming,O
117,to,O
117,be,O
117,Kathleen,B-NAME
117,Burton,I-NAME
118,What,O
118,is,O
118,the,O
118,capital,O
118,of,O
118,France,O
119,My,O
119,credit,O
119,card,O
119,number,O
119,is,O
119,3147-321046-96325,B-CREDIT_CARD
119,expires,O
119,next,O
119,year,O
120,The,O
120,quick,O
120,brown,O
120,fox,O
120,jumps,O
120,over,O
120,the,O
120,lazy,O
120,dog,O
121,My,O
121,API,O
121,key,O
121,is,O
121,AKIAB27397AA6B5E4B88AC22,B-API_KEY
121,why,O
121,is,O
121,it,O
121,returning,O
121,401,O
122,Forgot,O
122,password,O
122,Kuum70#WK,B-PASSWORD
122,please,O
122,help,O
122,me,O
123,Server,O
123,30.240.38.67,B-IP_ADDRESS
123,uses,O
123,password,O
123,Ftfb77&FZ,B-PASSWORD
123,for,O
123,ssh,O
124,Social,O
124,security,O
124,number,O
124,873-39-5004,B-SSN
124,on,O
124,the,O
124,form,O
124,is,O
124,wrong,O
125,My,O
125,email,O
125,is,O
125,pharper@example.net,B-EMAIL
125,and,O
125,my,O
125,API,O
125,key,O
125,is,O
125,rk_live_C2BB93FAA60143B5B16B,B-API_KEY
126,Deploy,O
126,to,O
126,16.66.253.65,B-IP_ADDRESS
126,using,O
126,token,O
126,AKIAC878BDF700074017A263,B-API_KEY
127,Name,O
127,Jessica,B-NAME
127,Khan,I-NAME
127,email,O
127,kathryn50@example.com,B-EMAIL
127,phone,O
127,+1-585-239-8680,B-PHONE
127,card,O
127,5470-5516-9409-7499,B-CREDIT_CARD
128,Forgot,O
128,password,O
128,Bcua93^JA,B-PASSWORD
128,please,O
128,help,O
128,me,O
129,Send,O
129,the,O
129,invoice,O
129,to,O
129,roberthampton@example.com,B-EMAIL
129,from,O
129,Nancy,B-NAME
129,Brown,I-NAME
130,Card,O
130,number,O
130,5497-3348-4344-3757,B-CREDIT_CARD
130,was,O
130,used,O
130,by,O
130,Angela,B-NAME
130,Bradshaw,I-NAME
131,The,O
131,server,O
131,at,O
131,158.169.60.20,B-IP_ADDRESS
131,is,O
131,down,O
131,please,O
131,check,O
132,Contact,O
132,Ronald,B-NAME
132,Nelson,I-NAME
132,at,O
132,derrick99@example.org,B-EMAIL
132,her,O
132,phone,O
132,is,O
132,(120),B-PHONE
132,826-7734,I-PHONE
133,My,O
133,credit,O
133,card,O
133,number,O
133,is,O
133,5274-2054-9329-6685,B-CREDIT_CARD
133,expires,O
133,next,O
133,year,O
134,Please,O
134,contact,O
134,Elizabeth,B-NAME
134,Sharp,I-NAME
134,at,O
134,greenmichael@example.org,B-EMAIL
134,for,O
134,further,O
134,details,O
135,Contact,O
135,support,O
135,using,O
135,phone,O
135,(593),B-PHONE
135,327-2795,I-PHONE
135,or,O
135,email,O
135,franklinbond@example.com,B-EMAIL
136,Contact,O
136,support,O
136,using,O
136,phone,O
136,(867),B-PHONE
136,908-7406,I-PHONE
136,or,O
136,email,O
136,ywest@example.com,B-EMAIL
137,Hi,O
137,my,O
137,name,O
137,is,O
137,Victor,B-NAME
137,Baxter,I-NAME
137,and,O
137,my,O
137,email,O
137,is,O
137,desireebailey@example.org,B-EMAIL
138,My,O
138,credit,O
138,card,O
138,number,O
138,is,O
138,3079-030673-83028,B-CREDIT_CARD
138,expires,O
138,next,O
138,year,O
139,The,O
139,host,O
139,199.119.228.4,B-IP_ADDRESS
139,is,O
139,unreachable,O
140,You,O
140,can,O
140,reach,O
140,me,O
140,at,O
140,(644),B-PHONE
140,089-2687,I-PHONE
140,or,O
140,email,O
140,jfaulkner@example.net,B-EMAIL
141,My,O
141,credit,O
141,card,O
141,number,O
141,is,O
141,4263-4351-7518-3046,B-CREDIT_CARD
141,expires,O
141,next,O
141,year,O
142,Credentials:,O
142,email=jose87@example.com,B-EMAIL
142,password=Gzue19$WU,B-PASSWORD
143,API,O
143,key,O
143,rk_live_6CCF467524AD421CBF7B,B-API_KEY
143,and,O
143,card,O
143,5235-3693-7854-7772,B-CREDIT_CARD
143,are,O
143,compromised,O
144,Social,O
144,security,O
144,number,O
144,231-20-3875,B-SSN
144,on,O
144,the,O
144,form,O
144,is,O
144,wrong,O
145,My,O
145,email,O
145,is,O
145,williamsonelizabeth@example.net,B-EMAIL
145,and,O
145,my,O
145,API,O
145,key,O
145,is,O
145,AKIA5C653065998243A78CAC,B-API_KEY
146,What,O
146,is,O
146,the,O
146,weather,O
146,today,O
147,Reset,O
147,my,O
147,password,O
147,Eqfb83*AI,B-PASSWORD
147,account,O
147,hsmith@example.net,B-EMAIL
148,Contact,O
148,William,B-NAME
148,Smith,I-NAME
148,at,O
148,ldrake@example.org,B-EMAIL
148,her,O
148,phone,O
148,is,O
148,+91-1765918033,B-PHONE
149,Explain,O
149,the,O
149,concept,O
149,of,O
149,backpropagation,O
150,AWS,O
150,key,O
150,AKIA92D583159CBC4E18AA91,B-API_KEY
150,is,O
150,leaking,O
150,in,O
150,the,O
150,logs,O
151,My,O
151,IP,O
151,address,O
151,is,O
151,223.55.76.97,B-IP_ADDRESS
151,and,O
151,I,O
151,cannot,O
151,connect,O
152,My,O
152,IP,O
152,address,O
152,is,O
152,124.76.33.229,B-IP_ADDRESS
152,and,O
152,I,O
152,cannot,O
152,connect,O
153,Forgot,O
153,password,O
153,Rrik65^QC,B-PASSWORD
153,please,O
153,help,O
153,me,O
154,My,O
154,number,O
154,is,O
154,+91-6504773586,B-PHONE
154,and,O
154,I,O
154,forgot,O
154,my,O
154,card,O
154,5551-1047-5412-1267,B-CREDIT_CARD
155,What,O
155,is,O
155,the,O
155,weather,O
155,today,O
156,You,O
156,can,O
156,reach,O
156,me,O
156,at,O
156,046-618-3982,B-PHONE
156,or,O
156,email,O
156,vbrock@example.com,B-EMAIL
157,You,O
157,can,O
157,reach,O
157,me,O
157,at,O
157,+91-7374167243,B-PHONE
157,or,O
157,email,O
157,donna66@example.org,B-EMAIL
158,What,O
158,is,O
158,the,O
158,weather,O
158,today,O
159,Credentials:,O
159,email=eewing@example.net,B-EMAIL
159,password=Zigs23$AI,B-PASSWORD
160,My,O
160,SSN,O
160,is,O
160,058-91-1352,B-SSN
160,and,O
160,I,O
160,need,O
160,help,O
160,with,O
160,my,O
160,account,O
161,My,O
161,SSN,O
161,is,O
161,909-65-6101,B-SSN
161,and,O
161,I,O
161,need,O
161,help,O
161,with,O
161,my,O
161,account,O
162,My,O
162,email,O
162,is,O
162,jeffrey88@example.net,B-EMAIL
162,and,O
162,my,O
162,API,O
162,key,O
162,is,O
162,xoxb-409CFB46464044ED812A,B-API_KEY
163,My,O
163,API,O
163,key,O
163,is,O
163,xoxb-00452306A53145B29416,B-API_KEY
163,why,O
163,is,O
163,it,O
163,returning,O
163,401,O
164,Login,O
164,with,O
164,password,O
164,Skoc45*XZ,B-PASSWORD
164,for,O
164,admin,O
164,access,O
165,Contact,O
165,Michael,B-NAME
165,Vaughn,I-NAME
165,at,O
165,michaeljohnson@example.org,B-EMAIL
165,her,O
165,phone,O
165,is,O
165,461-125-4573,B-PHONE
166,Send,O
166,the,O
166,invoice,O
166,to,O
166,njohnson@example.org,B-EMAIL
166,from,O
166,Jeffrey,B-NAME
166,Smith,I-NAME
167,Explain,O
167,the,O
167,concept,O
167,of,O
167,backpropagation,O
168,Hi,O
168,there,O
168,I,O
168,am,O
168,Donald,B-NAME
168,Padilla,I-NAME
169,My,O
169,IP,O
169,address,O
169,is,O
169,161.160.198.192,B-IP_ADDRESS
169,and,O
169,I,O
169,cannot,O
169,connect,O
170,You,O
170,can,O
170,reach,O
170,me,O
170,at,O
170,825-537-1478,B-PHONE
170,or,O
170,email,O
170,fhenderson@example.net,B-EMAIL
171,I,O
171,paid,O
171,using,O
171,card,O
171,4828-2742-2579-0507,B-CREDIT_CARD
171,but,O
171,it,O
171,got,O
171,declined,O
172,The,O
172,database,O
172,password,O
172,is,O
172,Khrx62*IX,B-PASSWORD
172,please,O
172,update,O
172,it,O
173,The,O
173,token,O
173,is,O
173,AKIA60E124354DE54241B3F9,B-API_KEY
173,use,O
173,it,O
173,before,O
173,it,O
173,expires,O
174,Debug:,O
174,db.connect,O
174,host=localhost,O
174,password=Iwcw17#UC,B-PASSWORD
175,IP,O
175,7.102.183.128,B-IP_ADDRESS
175,attempted,O
175,login,O
175,for,O
175,fitzgeralddesiree@example.org,B-EMAIL
176,Hi,O
176,my,O
176,name,O
176,is,O
176,Zachary,B-NAME
176,Cole,I-NAME
176,and,O
176,my,O
176,email,O
176,is,O
176,michelle17@example.org,B-EMAIL
177,IP,O
177,183.149.15.230,B-IP_ADDRESS
177,attempted,O
177,login,O
177,for,O
177,lisamatthews@example.com,B-EMAIL
178,Server,O
178,221.179.139.106,B-IP_ADDRESS
178,uses,O
178,password,O
178,Kniy68%NN,B-PASSWORD
178,for,O
178,ssh,O
179,My,O
179,number,O
179,is,O
179,+91-6671168457,B-PHONE
179,and,O
179,I,O
179,forgot,O
179,my,O
179,card,O
179,4759-0175-1863-6374,B-CREDIT_CARD
180,My,O
180,SSN,O
180,is,O
180,520-64-3611,B-SSN
180,and,O
180,I,O
180,need,O
180,help,O
180,with,O
180,my,O
180,account,O
181,User,O
181,John,B-NAME
181,Anderson,I-NAME
181,from,O
181,119.30.254.114,B-IP_ADDRESS
181,needs,O
181,access,O
182,Social,O
182,security,O
182,number,O
182,005-16-2713,B-SSN
182,on,O
182,the,O
182,form,O
182,is,O
182,wrong,O
183,You,O
183,can,O
183,reach,O
183,me,O
183,at,O
183,611-155-4262,B-PHONE
183,or,O
183,email,O
183,kimberly04@example.org,B-EMAIL
184,Can,O
184,you,O
184,help,O
184,me,O
184,debug,O
184,this,O
184,Python,O
184,code,O
185,Please,O
185,reset,O
185,the,O
185,password,O
185,Hmgm17!VZ,B-PASSWORD
185,for,O
185,user,O
185,Anthony,B-NAME
185,Hurst,I-NAME
186,Contact,O
186,support,O
186,using,O
186,phone,O
186,+91-8486661889,B-PHONE
186,or,O
186,email,O
186,joshuacollins@example.net,B-EMAIL
187,Server,O
187,password,O
187,is,O
187,Nzji77#UZ,B-PASSWORD
187,for,O
187,IP,O
187,132.59.58.199,B-IP_ADDRESS
188,You,O
188,can,O
188,reach,O
188,me,O
188,at,O
188,463-031-6179,B-PHONE
188,or,O
188,email,O
188,brian92@example.com,B-EMAIL
189,Login,O
189,with,O
189,password,O
189,Kqxg18@KR,B-PASSWORD
189,for,O
189,admin,O
189,access,O
190,Billing,O
190,email,O
190,is,O
190,perezwilliam@example.org,B-EMAIL
190,and,O
190,phone,O
190,is,O
190,(635),B-PHONE
190,365-4195,I-PHONE
191,Debug:,O
191,db.connect,O
191,host=localhost,O
191,password=Kytv25$NP,B-PASSWORD
192,Contact,O
192,support,O
192,using,O
192,phone,O
192,759-738-3206,B-PHONE
192,or,O
192,email,O
192,kjones@example.org,B-EMAIL
193,Key,O
193,sk-323B257F4636492BBD2B,B-API_KEY
193,expired,O
193,please,O
193,issue,O
193,a,O
193,new,O
193,one,O
194,AWS,O
194,key,O
194,rk_live_8779EE310017481A9648,B-API_KEY
194,is,O
194,leaking,O
194,in,O
194,the,O
194,logs,O
195,Contact,O
195,support,O
195,using,O
195,phone,O
195,+1-775-618-5374,B-PHONE
195,or,O
195,email,O
195,christopherwright@example.com,B-EMAIL
196,Server,O
196,35.34.1.197,B-IP_ADDRESS
196,uses,O
196,password,O
196,Rtql36^BZ,B-PASSWORD
196,for,O
196,ssh,O
197,Contact,O
197,Kristi,B-NAME
197,Pierce,I-NAME
197,at,O
197,murraylinda@example.org,B-EMAIL
197,her,O
197,phone,O
